origin_label,dest_label,path_distance,path_node_ids
gate_173,gate_FG2055,384.586512848187,0|1|2|3|4|5|6|57|77|80|81|85|84
gate_174,gate_171,285.3453999928314,74|75|76|58|8|4|5|11|14|13|54
gate_174,gate_172,229.1187721040844,74|75|76|58|8|4|3|2|90|89|91
gate_174,gate_173,218.8690546721873,74|75|76|58|8|4|3|2|1|0
gate_174,gate_175,91.27117994468139,74|75|76|73|72
gate_174,gate_176,328.4212679621979,74|75|76|58|8|4|5|6|57|51|50|52|55
gate_174,gate_177,350.7506820502471,74|75|76|58|8|4|5|6|57|51|50|49|56
gate_174,gate_178,377.3972079682983,74|75|76|58|8|4|5|6|57|77|80|70|69|68|71|88
gate_174,gate_179,397.66625793580783,74|75|76|58|8|4|5|6|57|77|80|70|69|68|67|66|87
gate_174,gate_180,524.4034328933799,74|75|76|58|8|4|5|6|57|77|80|81|85|64|63|62|65|82
gate_174,gate_181,506.69828778505257,74|75|76|58|8|4|5|6|57|77|80|81|85|64|63|62|61|60|83
gate_174,gate_170,267.635197410993,74|75|76|58|8|4|5|11|14|15|16|53
gate_174,gate_168,349.9770867252481,74|75|76|58|8|4|5|6|7|47|46
gate_174,gate_169,343.687586513974,74|75|76|58|8|4|5|6|7|48
gate_174,gate_166A,392.544250167275,74|75|76|58|8|4|5|6|7|47|45|43|39|38
gate_174,gate_166B,392.76116881521017,74|75|76|58|8|4|5|6|7|47|45|43|39|41|40
gate_174,gate_167,386.2346665479019,74|75|76|58|8|4|5|6|7|47|45|43|39|41|37|36
gate_174,gate_165,466.7325665683555,74|75|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|30
gate_174,gate_164A,481.9177004602842,74|75|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|29|28
gate_174,gate_164B,482.8561961225184,74|75|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|29|27|26
gate_174,gate_163,495.18059556971303,74|75|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|29|27|23|22
gate_174,gate_162,514.0636743899486,74|75|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|25
gate_174,gate_161,531.7809058243181,74|75|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|17
gate_174,gate_160,555.2554900209,74|75|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|19|20
gate_174,gate_FE2097,416.94679603717213,74|75|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|32
gate_174,gate_FE2095,408.02708740349664,74|75|76|58|8|4|5|6|7|47|45|43|39|41|37|35|34
gate_174,gate_FF2025,331.16205458567475,74|75|76|58|8|4|5|6|7|47|45|43|42
gate_174,gate_FF2031,324.977078738642,74|75|76|58|8|4|5|6|7|47|45|44
gate_174,gate_FG2057,426.7324608755942,74|75|76|58|8|4|5|6|57|77|80|81|85|64|86
gate_174,gate_FG2043,259.58944772896314,74|75|76|58|8|4|5|6|57|77
gate_174,gate_FG2037,217.66106801685194,74|75|76|58|8|4|5|11|12
gate_174,gate_FG2085,118.41807506109589,74|75|76|58|8
gate_174,gate_FG2041,265.03295102752554,74|75|76|58|8|4|5|6|57|78
gate_174,gate_FG2035,214.04346816504577,74|75|76|58|8|4|5|11|10
gate_174,gate_FG2089,113.77428441131082,74|75|76|58|9
gate_174,gate_FG2055,420.16672051621515,74|75|76|58|8|4|5|6|57|77|80|81|85|84
gate_175,gate_171,291.0951113815653,72|73|76|58|8|4|5|11|14|13|54
gate_175,gate_172,234.86848349281837,72|73|76|58|8|4|3|2|90|89|91
gate_175,gate_173,224.61876606092127,72|73|76|58|8|4|3|2|1|0
gate_175,gate_174,91.27117994468139,72|73|76|75|74
gate_175,gate_176,334.1709793509318,72|73|76|58|8|4|5|6|57|51|50|52|55
gate_175,gate_177,356.50039343898106,72|73|76|58|8|4|5|6|57|51|50|49|56
gate_175,gate_178,383.1469193570323,72|73|76|58|8|4|5|6|57|77|80|70|69|68|71|88
gate_175,gate_179,403.41596932454183,72|73|76|58|8|4|5|6|57|77|80|70|69|68|67|66|87
gate_175,gate_180,530.153144282114,72|73|76|58|8|4|5|6|57|77|80|81|85|64|63|62|65|82
gate_175,gate_181,512.4479991737866,72|73|76|58|8|4|5|6|57|77|80|81|85|64|63|62|61|60|83
gate_175,gate_170,273.3849087997269,72|73|76|58|8|4|5|11|14|15|16|53
gate_175,gate_168,355.72679811398206,72|73|76|58|8|4|5|6|7|47|46
gate_175,gate_169,349.43729790270794,72|73|76|58|8|4|5|6|7|48
gate_175,gate_166A,398.293961556009,72|73|76|58|8|4|5|6|7|47|45|43|39|38
gate_175,gate_166B,398.51088020394417,72|73|76|58|8|4|5|6|7|47|45|43|39|41|40
gate_175,gate_167,391.9843779366359,72|73|76|58|8|4|5|6|7|47|45|43|39|41|37|36
gate_175,gate_165,472.4822779570895,72|73|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|30
gate_175,gate_164A,487.6674118490182,72|73|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|29|28
gate_175,gate_164B,488.6059075112524,72|73|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|29|27|26
gate_175,gate_163,500.93030695844703,72|73|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|29|27|23|22
gate_175,gate_162,519.8133857786825,72|73|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|25
gate_175,gate_161,537.5306172130521,72|73|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|17
gate_175,gate_160,561.0052014096341,72|73|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|19|20
gate_175,gate_FE2097,422.69650742590613,72|73|76|58|8|4|5|6|7|47|45|43|39|41|37|35|33|32
gate_175,gate_FE2095,413.77679879223064,72|73|76|58|8|4|5|6|7|47|45|43|39|41|37|35|34
gate_175,gate_FF2025,336.9117659744087,72|73|76|58|8|4|5|6|7|47|45|43|42
gate_175,gate_FF2031,330.7267901273759,72|73|76|58|8|4|5|6|7|47|45|44
gate_175,gate_FG2057,432.4821722643282,72|73|76|58|8|4|5|6|57|77|80|81|85|64|86
gate_175,gate_FG2043,265.33915911769714,72|73|76|58|8|4|5|6|57|77
gate_175,gate_FG2037,223.41077940558588,72|73|76|58|8|4|5|11|12
gate_175,gate_FG2085,124.16778644982986,72|73|76|58|8
gate_175,gate_FG2041,270.7826624162595,72|73|76|58|8|4|5|6|57|78
gate_175,gate_FG2035,219.7931795537797,72|73|76|58|8|4|5|11|10
gate_175,gate_FG2089,119.52399580004479,72|73|76|58|9
gate_175,gate_FG2055,425.91643190494915,72|73|76|58|8|4|5|6|57|77|80|81|85|84
gate_176,gate_171,313.8299037936338,55|52|50|51|57|6|5|11|14|13|54
gate_176,gate_172,303.0907777260668,55|52|50|51|57|6|5|4|3|2|90|89|91
gate_176,gate_173,292.84106029416967,55|52|50|51|57|6|5|4|3|2|1|0
gate_176,gate_174,328.4212679621978,55|52|50|51|57|6|5|4|8|58|76|75|74
gate_176,gate_175,334.1709793509318,55|52|50|51|57|6|5|4|8|58|76|73|72
gate_176,gate_177,83.41979523410325,55|52|50|49|56
gate_176,gate_178,221.76522001572445,55|52|50|51|57|77|80|70|69|68|71|88
gate_176,gate_179,242.034269983234,55|52|50|51|57|77|80|70|69|68|67|66|87
gate_176,gate_180,368.7714449408061,55|52|50|51|57|77|80|81|85|64|63|62|65|82
gate_176,gate_181,351.0662998324787,55|52|50|51|57|77|80|81|85|64|63|62|61|60|83
gate_176,gate_170,296.11970121179536,55|52|50|51|57|6|5|11|14|15|16|53
gate_176,gate_168,294.33281537721115,55|52|50|51|57|6|7|47|46
gate_176,gate_169,288.04331516593703,55|52|50|51|57|6|7|48
gate_176,gate_166A,336.8999788192381,55|52|50|51|57|6|7|47|45|43|39|38
gate_176,gate_166B,337.11689746717326,55|52|50|51|57|6|7|47|45|43|39|41|40
gate_176,gate_167,330.590395199865,55|52|50|51|57|6|7|47|45|43|39|41|37|36
gate_176,gate_165,411.08829522031857,55|52|50|51|57|6|7|47|45|43|39|41|37|35|33|31|30
gate_176,gate_164A,426.2734291122473,55|52|50|51|57|6|7|47|45|43|39|41|37|35|33|31|29|28
gate_176,gate_164B,427.2119247744815,55|52|50|51|57|6|7|47|45|43|39|41|37|35|33|31|29|27|26
gate_176,gate_163,439.5363242216761,55|52|50|51|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|22
gate_176,gate_162,458.4194030419116,55|52|50|51|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|25
gate_176,gate_161,476.1366344762812,55|52|50|51|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|17
gate_176,gate_160,499.6112186728631,55|52|50|51|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|19|20
gate_176,gate_FE2097,361.3025246891352,55|52|50|51|57|6|7|47|45|43|39|41|37|35|33|32
gate_176,gate_FE2095,352.3828160554597,55|52|50|51|57|6|7|47|45|43|39|41|37|35|34
gate_176,gate_FF2025,275.5177832376378,55|52|50|51|57|6|7|47|45|43|42
gate_176,gate_FF2031,269.332807390605,55|52|50|51|57|6|7|47|45|44
gate_176,gate_FG2057,271.10047292302033,55|52|50|51|57|77|80|81|85|64|86
gate_176,gate_FG2043,103.95745977638933,55|52|50|51|57|77
gate_176,gate_FG2037,246.14557181765431,55|52|50|51|57|6|5|11|12
gate_176,gate_FG2085,210.0031929011019,55|52|50|51|57|6|5|4|8
gate_176,gate_FG2041,109.4009630749517,55|52|50|51|57|78
gate_176,gate_FG2035,242.52797196584814,55|52|50|51|57|6|5|11|10
gate_176,gate_FG2089,214.8379241984222,55|52|50|51|57|6|5|4|9
gate_176,gate_FG2055,264.53473256364134,55|52|50|51|57|77|80|81|85|84
gate_177,gate_171,336.1593178816831,56|49|50|51|57|6|5|11|14|13|54
gate_177,gate_172,325.4201918141161,56|49|50|51|57|6|5|4|3|2|90|89|91
gate_177,gate_173,315.170474382219,56|49|50|51|57|6|5|4|3|2|1|0
gate_177,gate_174,350.7506820502471,56|49|50|51|57|6|5|4|8|58|76|75|74
gate_177,gate_175,356.5003934389811,56|49|50|51|57|6|5|4|8|58|76|73|72
gate_177,gate_176,83.41979523410325,56|49|50|52|55
gate_177,gate_178,244.09463410377376,56|49|50|51|57|77|80|70|69|68|71|88
gate_177,gate_179,264.36368407128333,56|49|50|51|57|77|80|70|69|68|67|66|87
gate_177,gate_180,391.10085902885544,56|49|50|51|57|77|80|81|85|64|63|62|65|82
gate_177,gate_181,373.39571392052807,56|49|50|51|57|77|80|81|85|64|63|62|61|60|83
gate_177,gate_170,318.4491152998447,56|49|50|51|57|6|5|11|14|15|16|53
gate_177,gate_168,316.6622294652604,56|49|50|51|57|6|7|47|46
gate_177,gate_169,310.3727292539863,56|49|50|51|57|6|7|48
gate_177,gate_166A,359.2293929072873,56|49|50|51|57|6|7|47|45|43|39|38
gate_177,gate_166B,359.4463115552225,56|49|50|51|57|6|7|47|45|43|39|41|40
gate_177,gate_167,352.91980928791423,56|49|50|51|57|6|7|47|45|43|39|41|37|36
gate_177,gate_165,433.4177093083678,56|49|50|51|57|6|7|47|45|43|39|41|37|35|33|31|30
gate_177,gate_164A,448.60284320029655,56|49|50|51|57|6|7|47|45|43|39|41|37|35|33|31|29|28
gate_177,gate_164B,449.5413388625307,56|49|50|51|57|6|7|47|45|43|39|41|37|35|33|31|29|27|26
gate_177,gate_163,461.8657383097254,56|49|50|51|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|22
gate_177,gate_162,480.74881712996086,56|49|50|51|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|25
gate_177,gate_161,498.46604856433044,56|49|50|51|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|17
gate_177,gate_160,521.9406327609124,56|49|50|51|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|19|20
gate_177,gate_FE2097,383.6319387771845,56|49|50|51|57|6|7|47|45|43|39|41|37|35|33|32
gate_177,gate_FE2095,374.712230143509,56|49|50|51|57|6|7|47|45|43|39|41|37|35|34
gate_177,gate_FF2025,297.84719732568703,56|49|50|51|57|6|7|47|45|43|42
gate_177,gate_FF2031,291.66222147865426,56|49|50|51|57|6|7|47|45|44
gate_177,gate_FG2057,293.4298870110697,56|49|50|51|57|77|80|81|85|64|86
gate_177,gate_FG2043,126.28687386443862,56|49|50|51|57|77
gate_177,gate_FG2037,268.47498590570365,56|49|50|51|57|6|5|11|12
gate_177,gate_FG2085,232.3326069891512,56|49|50|51|57|6|5|4|8
gate_177,gate_FG2041,131.730377163001,56|49|50|51|57|78
gate_177,gate_FG2035,264.85738605389747,56|49|50|51|57|6|5|11|10
gate_177,gate_FG2089,237.1673382864715,56|49|50|51|57|6|5|4|9
gate_177,gate_FG2055,286.86414665169065,56|49|50|51|57|77|80|81|85|84
gate_178,gate_171,362.80584379973425,88|71|68|69|70|80|77|57|6|5|11|14|13|54
gate_178,gate_172,352.0667177321672,88|71|68|69|70|80|77|57|6|5|4|3|2|90|89|91
gate_178,gate_173,341.81700030027014,88|71|68|69|70|80|77|57|6|5|4|3|2|1|0
gate_178,gate_174,377.3972079682983,88|71|68|69|70|80|77|57|6|5|4|8|58|76|75|74
gate_178,gate_175,383.1469193570323,88|71|68|69|70|80|77|57|6|5|4|8|58|76|73|72
gate_178,gate_176,221.76522001572445,88|71|68|69|70|80|77|57|51|50|52|55
gate_178,gate_177,244.09463410377379,88|71|68|69|70|80|77|57|51|50|49|56
gate_178,gate_179,97.30412391348652,88|71|68|67|66|87
gate_178,gate_180,365.95520719468414,88|71|68|69|70|80|81|85|64|63|62|65|82
gate_178,gate_181,348.25006208635676,88|71|68|69|70|80|81|85|64|63|62|61|60|83
gate_178,gate_170,345.09564121789583,88|71|68|69|70|80|77|57|6|5|11|14|15|16|53
gate_178,gate_168,343.30875538331156,88|71|68|69|70|80|77|57|6|7|47|46
gate_178,gate_169,337.01925517203745,88|71|68|69|70|80|77|57|6|7|48
gate_178,gate_166A,385.87591882533843,88|71|68|69|70|80|77|57|6|7|47|45|43|39|38
gate_178,gate_166B,386.0928374732736,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|40
gate_178,gate_167,379.56633520596534,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|36
gate_178,gate_165,460.06423522641893,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|30
gate_178,gate_164A,475.24936911834766,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|28
gate_178,gate_164B,476.18786478058183,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|26
gate_178,gate_163,488.5122642277765,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|22
gate_178,gate_162,507.39534304801197,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|25
gate_178,gate_161,525.1125744823815,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|17
gate_178,gate_160,548.5871586789635,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|19|20
gate_178,gate_FE2097,410.2784646952356,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|32
gate_178,gate_FE2095,401.3587560615601,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|34
gate_178,gate_FF2025,324.4937232437382,88|71|68|69|70|80|77|57|6|7|47|45|43|42
gate_178,gate_FF2031,318.3087473967054,88|71|68|69|70|80|77|57|6|7|47|45|44
gate_178,gate_FG2057,268.2842351768984,88|71|68|69|70|80|81|85|64|86
gate_178,gate_FG2043,117.80776023933512,88|71|68|69|70|80|77
gate_178,gate_FG2037,295.12151182375476,88|71|68|69|70|80|77|57|6|5|11|12
gate_178,gate_FG2085,258.97913290720237,88|71|68|69|70|80|77|57|6|5|4|8
gate_178,gate_FG2041,158.37690308105215,88|71|68|69|70|80|77|57|78
gate_178,gate_FG2035,291.50391197194864,88|71|68|69|70|80|77|57|6|5|11|10
gate_178,gate_FG2089,263.81386420452264,88|71|68|69|70|80|77|57|6|5|4|9
gate_178,gate_FG2055,261.7184948175194,88|71|68|69|70|80|81|85|84
gate_179,gate_171,383.0748937672438,87|66|67|68|69|70|80|77|57|6|5|11|14|13|54
gate_179,gate_172,372.33576769967675,87|66|67|68|69|70|80|77|57|6|5|4|3|2|90|89|91
gate_179,gate_173,362.0860502677797,87|66|67|68|69|70|80|77|57|6|5|4|3|2|1|0
gate_179,gate_174,397.66625793580783,87|66|67|68|69|70|80|77|57|6|5|4|8|58|76|75|74
gate_179,gate_175,403.41596932454183,87|66|67|68|69|70|80|77|57|6|5|4|8|58|76|73|72
gate_179,gate_176,242.034269983234,87|66|67|68|69|70|80|77|57|51|50|52|55
gate_179,gate_177,264.36368407128333,87|66|67|68|69|70|80|77|57|51|50|49|56
gate_179,gate_178,97.30412391348654,87|66|67|68|71|88
gate_179,gate_180,386.22425716219374,87|66|67|68|69|70|80|81|85|64|63|62|65|82
gate_179,gate_181,368.51911205386637,87|66|67|68|69|70|80|81|85|64|63|62|61|60|83
gate_179,gate_170,365.3646911854054,87|66|67|68|69|70|80|77|57|6|5|11|14|15|16|53
gate_179,gate_168,363.5778053508211,87|66|67|68|69|70|80|77|57|6|7|47|46
gate_179,gate_169,357.288305139547,87|66|67|68|69|70|80|77|57|6|7|48
gate_179,gate_166A,406.144968792848,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|38
gate_179,gate_166B,406.36188744078316,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|40
gate_179,gate_167,399.8353851734749,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|37|36
gate_179,gate_165,480.3332851939285,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|30
